name_orthographic,lowercase_name
couvertures de laine petites,couvertures de laine petites
couvertures du Languedoc,couvertures du languedoc
couvertures de Montpellier,couvertures de montpellier
couvertures de mulets,couvertures de mulets
couvertures fil en coton,couvertures fil en coton
couvertures indienne,couvertures indienne
couvertures laine,couvertures laine
couvertures soie et coton,couvertures soie et coton
couvertures petites,couvertures petites
craie ocre brun et rouge,craie ocre brun et rouge
crasse de fer,crasse de fer
cravates noires,cravates noires
craie noire,craie noire
craie rouge,craie rouge
crayons,crayons
crayons simples en pierre,crayons simples en pierre
crépon,crépon
crépon de laine,crépon de laine
crêpe de Reims,crêpe de reims
cribles,cribles
crinières,crinières
cristal brut,cristal brut
cristal de roche,cristal de roche
cristal minéral,cristal minéral
cristal ouvré,cristal ouvré
croix de cuivre,croix de cuivre
cuillères de buis,cuillères de buis
cuillères de laiton,cuillères de laiton
cuirs cannelés,cuirs cannelés
cuirs de buffle,cuirs de buffle
cuirs en lest,cuirs en lest
cuirs rouges,cuirs rouges
cuirs à pompe,cuirs à pompe
cuirs apprêtés de vache,cuirs apprêtés de vache
cuirs corroyés de vache,cuirs corroyés de vache
cuirs de bœuf secs en poil,cuirs de bœuf secs en poil
cuirs de bœuf salés,cuirs de bœuf salés
cuirs de toute sorte,cuirs de toute sorte
cuirs divers en poil,cuirs divers en poil
cuirs divers tannés,cuirs divers tannés
cuirs du poil de bœuf,cuirs du poil de bœuf
cuirs en basanes,cuirs en basanes
cuirs en grains,cuirs en grains
cuirs non apprêtés,cuirs non apprêtés
cuirs secs,cuirs secs
cuirs secs à poil,cuirs secs à poil
cuirs tannés forts,cuirs tannés forts
cuirs vieux,cuirs vieux
cuivrerie,cuivrerie
cuivre,cuivre
cuivre allié d'argent (monnaies de billon),cuivre allié d'argent (monnaies de billon)
cuivre allié de zinc (laiton) battu ou laminé,cuivre allié de zinc (laiton) battu ou laminé
cuivre allié de zinc (laiton) coulé en masses brutes,cuivre allié de zinc (laiton) coulé en masses brutes
cuivre allié doré filé sur fil,cuivre allié doré filé sur fil
cuivre argenté,cuivre argenté
cuivre argenté filé sur fil,cuivre argenté filé sur fil
cuivre batterie plomb,cuivre batterie plomb
cuivre battu,cuivre battu
cuivre doré,cuivre doré
cuivre en balance,cuivre en balance
cuivre en baquets,cuivre en baquets
cuivre en barrettes,cuivre en barrettes
cuivre en batterie plomb,cuivre en batterie plomb
cuivre en clochettes,cuivre en clochettes
cuivre en étuve,cuivre en étuve
cuivre en lames,cuivre en lames
cuivre en monnaies de Suède,cuivre en monnaies de suède
cuivre en neptune,cuivre en neptune
cuivre en plateaux,cuivre en plateaux
cuivre en rouleau,cuivre en rouleau
cuivre jaune et rouge,cuivre jaune et rouge
cuivre jaune non ouvré,cuivre jaune non ouvré
cuivre jaune ouvré,cuivre jaune ouvré
cuivre laminé,cuivre laminé
cuivre mitraille,cuivre mitraille
cuivre monnaies,cuivre monnaies
cuivre neuf,cuivre neuf
cuivre ouvré en bassin,cuivre ouvré en bassin
cuivre potin,cuivre potin
cuivre pur coulé en masses brutes,cuivre pur coulé en masses brutes
cuivre pur filé non-teint,cuivre pur filé non-teint
cuivre pur monnaies,cuivre pur monnaies
cuivre rouge brut,cuivre rouge brut
cuivre rouge cru ou en blocs pour Namur,cuivre rouge cru ou en blocs pour namur
cuivre rouge en chaudière,cuivre rouge en chaudière
cuivre rouge non ouvré,cuivre rouge non ouvré
culottes de panne,culottes de panne
culottes de bouras,culottes de bouras
culottes de cotonnades,culottes de cotonnades
culottes de mouton,culottes de mouton
culottes de daim,culottes de daim
culottes de peau de mouton,culottes de peau de mouton
culs d'artichaut,culs d'artichaut
cumin,cumin
curcuma en racine,curcuma en racine
curiosité naturelle,curiosité naturelle
custar,custar
cuve,cuve
damas à carreaux mandarine,damas à carreaux mandarine
damas à frange d'argent,damas à frange d'argent
damas caffart,damas caffart
damas cramoisi,damas cramoisi
damas de Tours,damas de tours
damas rayé et broché,damas rayé et broché
damas uni,damas uni
draperie de Montauban,draperie de montauban
dégras d'huile,dégras d'huile
demoiselle,demoiselle
demoiselle de sapin,demoiselle de sapin
denrées des colonies,denrées des colonies
dents de chien marin,dents de chien marin
dentelle à peu de soie,dentelle à peu de soie
dentelle blanche,dentelle blanche
dentelle de fil fin,dentelle de fil fin
dentelle de Normandie,dentelle de normandie
dentelle de soie et blonde,dentelle de soie et blonde
dentelle d'or,dentelle d'or
dentelle d'or faux,dentelle d'or faux
dentelle dorure d'or,dentelle dorure d'or
dentelle dorure d'or fin,dentelle dorure d'or fin
dentelle en dorure,dentelle en dorure
dentelle grosse,dentelle grosse
dentelle or et argent fin,dentelle or et argent fin
dentelle de pays,dentelle de pays
dentelle d'or et d'argent faux,dentelle d'or et d'argent faux
dents de cheval marin,dents de cheval marin
dents d'éléphant sciées,dents d'éléphant sciées
derle ou terre à porcelaine,derle ou terre à porcelaine
dévidoir,dévidoir
dés d'acier,dés d'acier
dés de fer,dés de fer
dés de fer à coudre,dés de fer à coudre
diamants fins,diamants fins
dindes,dindes
diverses marchandises,diverses marchandises
dominoterie,dominoterie
domino,domino
dominoterie en images,dominoterie en images
dominoterie images,dominoterie images
dorure,dorure
dorure fausse en or et argent battu tiré et laminé,dorure fausse en or et argent battu tiré et laminé
dospin en pierre,dospin en pierre
douelles de chêne,douelles de chêne
douelles vieilles à barriques,douelles vieilles à barriques
douelles à barriques vieilles,douelles à barriques vieilles
douelles vieilles,douelles vieilles
doutis,doutis
douves,douves
drap à passer sucre,drap à passer sucre
drap au sixième de soie,drap au sixième de soie
drap avarié,drap avarié
drap brodé en soie,drap brodé en soie
drap casimir,drap casimir
drap cordeillat de Colmar,drap cordeillat de colmar
drap crêpe de Reims,drap crêpe de reims
drap d'Angleterre des prises,drap d'angleterre des prises
drap du Berry,drap du berry
drap de cordeillat,drap de cordeillat
drap de coton,drap de coton
drap de Darnétal,drap de darnétal
drap de Glates,drap de glates
drap de julienne,drap de julienne
drap de laine au quart de soie,drap de laine au quart de soie
drap de laine d'Angleterre,drap de laine d'angleterre
drap de laine de cordeillat,drap de laine de cordeillat
drap de laine de France,drap de laine de france
drap de laine de Montauban,drap de laine de montauban
drap de laine de Saint-Robert,drap de laine de saint-robert
drap de laine de Hollande,drap de laine de hollande
drap de laine diverse,drap de laine diverse
drap de Limoux,drap de limoux
drap de lin ayant servi,drap de lin ayant servi
drap de lin vieux,drap de lin vieux
drap de lit ayant servi,drap de lit ayant servi
drap de Londrin,drap de londrin
drap de soie,drap de soie
drap d'Espagne,drap d'espagne
drap d',drap d'
drap draperie bayette,drap draperie bayette
drap draperie cadis,drap draperie cadis
drap draperie crêpe,drap draperie crêpe
drap draperie d'Amiens,drap draperie d'amiens
drap draperie du Languedoc,drap draperie du languedoc
drap draperie de Montauban,drap draperie de montauban
drap draperie espagnolette,drap draperie espagnolette
drap draperie fine,drap draperie fine
drapeaux vieux,drapeaux vieux
drap écarlatine,drap écarlatine
draperie d'Amiens,draperie d'amiens
draperie de Beauvais,draperie de beauvais
draperie de toute espèce,draperie de toute espèce
draperie drap,draperie drap
draperie drap brodé de soie,draperie drap brodé de soie
draperie grossière,draperie grossière
draperie Languedoc,draperie languedoc
draperie pour doublures,draperie pour doublures
draperie ratine,draperie ratine
drap fin du Languedoc,drap fin du languedoc
drap gaufré,drap gaufré
drap noir,drap noir
drap ordinaire,drap ordinaire
drap pour nègre,drap pour nègre
drap ratine,drap ratine
drap raz de castor,drap raz de castor
drap blanc par aune,drap blanc par aune
drap de douzaine,drap de douzaine
drap de laine de toute espèce,drap de laine de toute espèce
drap du Maroc teint de douzaine,drap du maroc teint de douzaine
drap divers écarlate,drap divers écarlate
drap drache,drap drache
drap serge de Montauban,drap serge de montauban
drap serge forte,drap serge forte
drap serge imprimé,drap serge imprimé
drap Louviers,drap louviers
drap Sedan,drap sedan
drap vert,drap vert
drogues pour les peintures brun rouge,drogues pour les peintures brun rouge
drogues pour les peintures et la teinture indigo,drogues pour les peintures et la teinture indigo
drogues pour les peintures et la teinture iris,drogues pour les peintures et la teinture iris
drogues pour les peintures et la teinture mine de plomb,drogues pour les peintures et la teinture mine de plomb
drogues pour les peintures et la teinture minium,drogues pour les peintures et la teinture minium
drogues pour les peintures et la teinture noir de fumée,drogues pour les peintures et la teinture noir de fumée
drogues pour les peintures et la teinture noir d'ivoire,drogues pour les peintures et la teinture noir d'ivoire
drogues pour les peintures et la teinture orseille,drogues pour les peintures et la teinture orseille
drogues pour les peintures et la teinture rocou,drogues pour les peintures et la teinture rocou
drogues pour les peintures et la teinture sanguine,drogues pour les peintures et la teinture sanguine
drogues pour les peintures et la teinture tartre,drogues pour les peintures et la teinture tartre
drogues pour les peintures et la teinture tournesol,drogues pour les peintures et la teinture tournesol
drogues pour les peintures et la teinture verdet,drogues pour les peintures et la teinture verdet
drogues pour les peintures et la teinture vermillon,drogues pour les peintures et la teinture vermillon
drogues pour les peintures céruse,drogues pour les peintures céruse
drogues pour peintures et teinture brun rouge,drogues pour peintures et teinture brun rouge
drogues pour peintures et teinture couperose,drogues pour peintures et teinture couperose
drogues,drogues
droguerie composée,droguerie composée
droguerie et épicerie,droguerie et épicerie
droguerie fine,droguerie fine
droguerie gomme adragant,droguerie gomme adragant
droguerie diverse pour les peintures et la teinture,droguerie diverse pour les peintures et la teinture
droguerie sel de Saturne,droguerie sel de saturne
droguerie gomme du Sénégal,droguerie gomme du sénégal
droguerie gomme laque,droguerie gomme laque
droguerie médicinale borax,droguerie médicinale borax
droguerie médicinale crème de tartre,droguerie médicinale crème de tartre
droguerie médicinale quinquina,droguerie médicinale quinquina
droguerie médicinale rhubarbe,droguerie médicinale rhubarbe
droguerie médicinale scammonée,droguerie médicinale scammonée
droguerie médicinale séné,droguerie médicinale séné
droguerie médicinale storax,droguerie médicinale storax
droguerie pour peintures et teinture,droguerie pour peintures et teinture
droguerie pour peintures et teinture indigo,droguerie pour peintures et teinture indigo
droguerie verdet,droguerie verdet
drogues à teindre,drogues à teindre
drogues borax,drogues borax
drogues chimiques,drogues chimiques
drogues chimiques et métalliques argent vif,drogues chimiques et métalliques argent vif
drogues chimiques et métalliques sel ammoniac,drogues chimiques et métalliques sel ammoniac
drogues chimiques esprit de vin,drogues chimiques esprit de vin
drogues chimiques et métalliques,drogues chimiques et métalliques
drogues chimiques et métalliques régule d'antimoine,drogues chimiques et métalliques régule d'antimoine
drogues chimiques et métalliques sel d'Epsom,drogues chimiques et métalliques sel d'epsom
drogues chimiques et métalliques vitriol,drogues chimiques et métalliques vitriol
drogues composées pour ma médecine canefice,drogues composées pour ma médecine canefice
drogues couperose,drogues couperose
drogues d'apothicaire communes,drogues d'apothicaire communes
drogues diverses pour la peinture et teinture,drogues diverses pour la peinture et teinture
drogues diverses drogues réunies,drogues diverses drogues réunies
drogues diverses eau-forte,drogues diverses eau-forte
drogues diverses gomme arabique,drogues diverses gomme arabique
drogues diverses gommes diverses,drogues diverses gommes diverses
drogues diverses huile et essence de térébenthine,drogues diverses huile et essence de térébenthine
drogues diverses médicinales,drogues diverses médicinales
drogues diverses sel chimique,drogues diverses sel chimique
drogues fines,drogues fines
drogues gomme de Barbarie,drogues gomme de barbarie
drogues huile de térébenthine,drogues huile de térébenthine
drogues indigo,drogues indigo
drogues jus de réglisse,drogues jus de réglisse
